Entity,Code,Year,"6.1.1 - Proportion of population using safely managed drinking water services, by urban/rural (%) - SH_H2O_SAFE - All areas"
Afghanistan,AFG,2000,11.09
Afghanistan,AFG,2001,11.11
Afghanistan,AFG,2002,12.01
Afghanistan,AFG,2003,12.91
Afghanistan,AFG,2004,13.82
Afghanistan,AFG,2005,14.73
Afghanistan,AFG,2006,15.65
Afghanistan,AFG,2007,16.56
Afghanistan,AFG,2008,17.48
Afghanistan,AFG,2009,18.39
Afghanistan,AFG,2010,19.3
Afghanistan,AFG,2011,20.21
Afghanistan,AFG,2012,21.12
Afghanistan,AFG,2013,22.03
Afghanistan,AFG,2014,22.94
Afghanistan,AFG,2015,23.85
Afghanistan,AFG,2016,24.76
Afghanistan,AFG,2017,25.67
Afghanistan,AFG,2018,26.58
Afghanistan,AFG,2019,27.49
Afghanistan,AFG,2020,28.4
Afghanistan,AFG,2021,29.31
Afghanistan,AFG,2022,30.03
Algeria,DZA,2000,70.08
Algeria,DZA,2001,70.64
Algeria,DZA,2002,71.19
Algeria,DZA,2003,71.73
Algeria,DZA,2004,72.25
Algeria,DZA,2005,72.75
Algeria,DZA,2006,73.24
Algeria,DZA,2007,73.72
Algeria,DZA,2008,74.18
Algeria,DZA,2009,74.63
Algeria,DZA,2010,75.06
Algeria,DZA,2011,75.47
Algeria,DZA,2012,75.87
Algeria,DZA,2013,76.25
Algeria,DZA,2014,76.62
Algeria,DZA,2015,76.97
Algeria,DZA,2016,76.39
Algeria,DZA,2017,75.73
Algeria,DZA,2018,75.04
Algeria,DZA,2019,73.95
Algeria,DZA,2020,72.25
Algeria,DZA,2021,70.55
Algeria,DZA,2022,70.6
American Samoa,ASM,2000,80.58
American Samoa,ASM,2001,81.62
American Samoa,ASM,2002,82.66
American Samoa,ASM,2003,83.71
American Samoa,ASM,2004,84.77
American Samoa,ASM,2005,85.83
American Samoa,ASM,2006,86.89
American Samoa,ASM,2007,87.56
American Samoa,ASM,2008,87.79
American Samoa,ASM,2009,88.02
American Samoa,ASM,2010,88.25
American Samoa,ASM,2011,88.48
American Samoa,ASM,2012,88.71
American Samoa,ASM,2013,88.94
American Samoa,ASM,2014,89.17
American Samoa,ASM,2015,89.4
American Samoa,ASM,2016,89.62
American Samoa,ASM,2017,89.85
American Samoa,ASM,2018,89.85
American Samoa,ASM,2019,89.85
American Samoa,ASM,2020,89.85
American Samoa,ASM,2021,89.85
Andorra,AND,2000,90.64
Andorra,AND,2001,90.64
Andorra,AND,2002,90.64
Andorra,AND,2003,90.64
Andorra,AND,2004,90.64
Andorra,AND,2005,90.64
Andorra,AND,2006,90.64
Andorra,AND,2007,90.64
Andorra,AND,2008,90.64
Andorra,AND,2009,90.64
Andorra,AND,2010,90.64
Andorra,AND,2011,90.64
Andorra,AND,2012,90.64
Andorra,AND,2013,90.64
Andorra,AND,2014,90.64
Andorra,AND,2015,90.64
Andorra,AND,2016,90.64
Andorra,AND,2017,90.64
Andorra,AND,2018,90.64
Andorra,AND,2019,90.64
Andorra,AND,2020,90.64
Andorra,AND,2021,90.64
Andorra,AND,2022,90.64
Armenia,ARM,2000,82.35
Armenia,ARM,2001,82.46
Armenia,ARM,2002,82.57
Armenia,ARM,2003,82.69
Armenia,ARM,2004,82.81
Armenia,ARM,2005,82.93
Armenia,ARM,2006,83.05
Armenia,ARM,2007,83.17
Armenia,ARM,2008,83.29
Armenia,ARM,2009,83.27
Armenia,ARM,2010,83.24
Armenia,ARM,2011,83.22
Armenia,ARM,2012,83.19
Armenia,ARM,2013,83.17
Armenia,ARM,2014,83.15
Armenia,ARM,2015,83.08
Armenia,ARM,2016,82.93
Armenia,ARM,2017,82.79
Armenia,ARM,2018,82.96
Armenia,ARM,2019,82.82
Armenia,ARM,2020,82.69
Armenia,ARM,2021,82.55
Armenia,ARM,2022,82.41
Asia (UN),,2000,56.2
Asia (UN),,2001,56.74
Asia (UN),,2002,57.85
Asia (UN),,2003,58.79
Asia (UN),,2004,59.74
Asia (UN),,2005,60.41
Asia (UN),,2006,60.83
Asia (UN),,2007,61.26
Asia (UN),,2008,61.67
Asia (UN),,2009,62.52
Asia (UN),,2010,63.38
Asia (UN),,2011,64.39
Asia (UN),,2012,65.47
Asia (UN),,2013,66.53
Asia (UN),,2014,67.6
Asia (UN),,2015,68.7
Asia (UN),,2016,69.79
Asia (UN),,2017,70.86
Asia (UN),,2018,71.92
Asia (UN),,2019,72.95
Asia (UN),,2020,73.95
Asia (UN),,2021,74.92
Asia (UN),,2022,75.69
Austria,AUT,2000,96.72
Austria,AUT,2001,96.89
Austria,AUT,2002,97.06
Austria,AUT,2003,97.23
Austria,AUT,2004,97.4
Austria,AUT,2005,97.58
Austria,AUT,2006,97.75
Austria,AUT,2007,97.92
Austria,AUT,2008,98.09
Austria,AUT,2009,98.26
Austria,AUT,2010,98.43
Austria,AUT,2011,98.6
Austria,AUT,2012,98.77
Austria,AUT,2013,98.91
Austria,AUT,2014,98.91
Austria,AUT,2015,98.91
Austria,AUT,2016,98.91
Austria,AUT,2017,98.91
Austria,AUT,2018,98.9
Austria,AUT,2019,98.9
Austria,AUT,2020,98.9
Austria,AUT,2021,98.9
Austria,AUT,2022,98.9
Azerbaijan,AZE,2000,57.75
Azerbaijan,AZE,2001,59.49
Azerbaijan,AZE,2002,60.11
Azerbaijan,AZE,2003,60.73
Azerbaijan,AZE,2004,61.34
Azerbaijan,AZE,2005,61.95
Azerbaijan,AZE,2006,62.56
Azerbaijan,AZE,2007,63.17
Azerbaijan,AZE,2008,63.77
Azerbaijan,AZE,2009,64.36
Azerbaijan,AZE,2010,64.96
Azerbaijan,AZE,2011,65.55
Azerbaijan,AZE,2012,66.14
Azerbaijan,AZE,2013,66.73
Azerbaijan,AZE,2014,67.31
Azerbaijan,AZE,2015,67.89
Azerbaijan,AZE,2016,68.47
Azerbaijan,AZE,2017,69.04
Azerbaijan,AZE,2018,69.6
Azerbaijan,AZE,2019,70.16
Azerbaijan,AZE,2020,70.67
Azerbaijan,AZE,2021,71.15
Azerbaijan,AZE,2022,71.61
Bahrain,BHR,2000,98.88
Bahrain,BHR,2001,98.89
Bahrain,BHR,2002,98.9
Bahrain,BHR,2003,98.9
Bahrain,BHR,2004,98.91
Bahrain,BHR,2005,98.91
Bahrain,BHR,2006,98.92
Bahrain,BHR,2007,98.93
Bahrain,BHR,2008,98.93
Bahrain,BHR,2009,98.93
Bahrain,BHR,2010,98.92
Bahrain,BHR,2011,98.92
Bahrain,BHR,2012,98.92
Bahrain,BHR,2013,98.92
Bahrain,BHR,2014,98.92
Bahrain,BHR,2015,98.91
Bahrain,BHR,2016,98.91
Bahrain,BHR,2017,98.91
Bahrain,BHR,2018,98.91
Bahrain,BHR,2019,98.91
Bahrain,BHR,2020,98.9
Bahrain,BHR,2021,98.9
Bahrain,BHR,2022,98.9
Bangladesh,BGD,2000,55.32
Bangladesh,BGD,2001,55.33
Bangladesh,BGD,2002,55.3
Bangladesh,BGD,2003,55.28
Bangladesh,BGD,2004,55.25
Bangladesh,BGD,2005,55.22
Bangladesh,BGD,2006,55.18
Bangladesh,BGD,2007,55.14
Bangladesh,BGD,2008,55.1
Bangladesh,BGD,2009,55.06
Bangladesh,BGD,2010,55.01
Bangladesh,BGD,2011,54.96
Bangladesh,BGD,2012,55.3
Bangladesh,BGD,2013,55.67
Bangladesh,BGD,2014,56.05
Bangladesh,BGD,2015,56.44
Bangladesh,BGD,2016,56.85
Bangladesh,BGD,2017,57.28
Bangladesh,BGD,2018,57.72
Bangladesh,BGD,2019,58.18
Bangladesh,BGD,2020,58.66
Bangladesh,BGD,2021,59.13
Bangladesh,BGD,2022,59.11
Belarus,BLR,2000,81.81
Belarus,BLR,2001,81.96
Belarus,BLR,2002,82.11
Belarus,BLR,2003,82.26
Belarus,BLR,2004,83.36
Belarus,BLR,2005,84.45
Belarus,BLR,2006,85.51
Belarus,BLR,2007,86.56
Belarus,BLR,2008,87.59
Belarus,BLR,2009,88.6
Belarus,BLR,2010,89.6
Belarus,BLR,2011,90.59
Belarus,BLR,2012,91.56
Belarus,BLR,2013,92.31
Belarus,BLR,2014,92.4
Belarus,BLR,2015,92.5
Belarus,BLR,2016,92.59
Belarus,BLR,2017,92.68
Belarus,BLR,2018,92.77
Belarus,BLR,2019,92.85
Belarus,BLR,2020,92.94
Belarus,BLR,2021,93.02
Belarus,BLR,2022,93.1
Belgium,BEL,2000,99.63
Belgium,BEL,2001,99.63
Belgium,BEL,2002,99.63
Belgium,BEL,2003,99.63
Belgium,BEL,2004,99.63
Belgium,BEL,2005,99.63
Belgium,BEL,2006,99.63
Belgium,BEL,2007,99.63
Belgium,BEL,2008,99.63
Belgium,BEL,2009,99.63
Belgium,BEL,2010,99.64
Belgium,BEL,2011,99.65
Belgium,BEL,2012,99.66
Belgium,BEL,2013,99.66
Belgium,BEL,2014,99.67
Belgium,BEL,2015,99.68
Belgium,BEL,2016,99.69
Belgium,BEL,2017,99.7
Belgium,BEL,2018,99.71
Belgium,BEL,2019,99.71
Belgium,BEL,2020,99.72
Belgium,BEL,2021,99.73
Belgium,BEL,2022,99.74
Bhutan,BTN,2000,22.29
Bhutan,BTN,2001,22.75
Bhutan,BTN,2002,23.2
Bhutan,BTN,2003,23.66
Bhutan,BTN,2004,24.12
Bhutan,BTN,2005,24.56
Bhutan,BTN,2006,24.92
Bhutan,BTN,2007,25.27
Bhutan,BTN,2008,25.62
Bhutan,BTN,2009,25.97
Bhutan,BTN,2010,26.32
Bhutan,BTN,2011,30.24
Bhutan,BTN,2012,34.17
Bhutan,BTN,2013,38.09
Bhutan,BTN,2014,42.76
Bhutan,BTN,2015,47.46
Bhutan,BTN,2016,52.09
Bhutan,BTN,2017,56.59
Bhutan,BTN,2018,60.83
Bhutan,BTN,2019,65.01
Bhutan,BTN,2020,69.14
Bhutan,BTN,2021,72.67
Bhutan,BTN,2022,73.34
Bonaire Sint Eustatius and Saba,BES,2000,83.56
Bonaire Sint Eustatius and Saba,BES,2001,84.33
Bonaire Sint Eustatius and Saba,BES,2002,85.11
Bonaire Sint Eustatius and Saba,BES,2003,85.88
Bonaire Sint Eustatius and Saba,BES,2004,86.66
Bonaire Sint Eustatius and Saba,BES,2005,87.44
Bonaire Sint Eustatius and Saba,BES,2006,88.21
Bonaire Sint Eustatius and Saba,BES,2007,88.99
Bonaire Sint Eustatius and Saba,BES,2008,89.77
Bonaire Sint Eustatius and Saba,BES,2009,90.55
Bonaire Sint Eustatius and Saba,BES,2010,91.34
Bonaire Sint Eustatius and Saba,BES,2011,92.12
Bonaire Sint Eustatius and Saba,BES,2012,92.9
Bonaire Sint Eustatius and Saba,BES,2013,93.69
Bonaire Sint Eustatius and Saba,BES,2014,94.47
Bonaire Sint Eustatius and Saba,BES,2015,95.26
Bonaire Sint Eustatius and Saba,BES,2016,96.05
Bonaire Sint Eustatius and Saba,BES,2017,96.84
Bonaire Sint Eustatius and Saba,BES,2018,97.63
Bonaire Sint Eustatius and Saba,BES,2019,98.42
Bonaire Sint Eustatius and Saba,BES,2020,99.21
Bonaire Sint Eustatius and Saba,BES,2021,100
Bonaire Sint Eustatius and Saba,BES,2022,100
Bosnia and Herzegovina,BIH,2000,87.35
Bosnia and Herzegovina,BIH,2001,87.47
Bosnia and Herzegovina,BIH,2002,87.59
Bosnia and Herzegovina,BIH,2003,87.72
Bosnia and Herzegovina,BIH,2004,87.84
Bosnia and Herzegovina,BIH,2005,87.95
Bosnia and Herzegovina,BIH,2006,88.07
Bosnia and Herzegovina,BIH,2007,88.19
Bosnia and Herzegovina,BIH,2008,88.31
Bosnia and Herzegovina,BIH,2009,88.42
Bosnia and Herzegovina,BIH,2010,88.54
Bosnia and Herzegovina,BIH,2011,88.65
Bosnia and Herzegovina,BIH,2012,88.7
Bosnia and Herzegovina,BIH,2013,88.8
Bosnia and Herzegovina,BIH,2014,88.82
Bosnia and Herzegovina,BIH,2015,88.83
Bosnia and Herzegovina,BIH,2016,88.83
Bosnia and Herzegovina,BIH,2017,88.84
Bosnia and Herzegovina,BIH,2018,88.85
Bosnia and Herzegovina,BIH,2019,88.72
Bosnia and Herzegovina,BIH,2020,88.14
Bosnia and Herzegovina,BIH,2021,87.55
Bosnia and Herzegovina,BIH,2022,86.97
Brazil,BRA,2000,76.03
Brazil,BRA,2001,76.6
Brazil,BRA,2002,76.98
Brazil,BRA,2003,77.27
Brazil,BRA,2004,77.54
Brazil,BRA,2005,77.81
Brazil,BRA,2006,78.08
Brazil,BRA,2007,78.34
Brazil,BRA,2008,78.59
Brazil,BRA,2009,78.84
Brazil,BRA,2010,79.09
Brazil,BRA,2011,79.33
Brazil,BRA,2012,79.57
Brazil,BRA,2013,80.38
Brazil,BRA,2014,81.19
Brazil,BRA,2015,82
Brazil,BRA,2016,82.74
Brazil,BRA,2017,83.61
Brazil,BRA,2018,84.4
Brazil,BRA,2019,85.19
Brazil,BRA,2020,85.92
Brazil,BRA,2021,86.64
Brazil,BRA,2022,87.26
Bulgaria,BGR,2000,89.66
Bulgaria,BGR,2001,90.18
Bulgaria,BGR,2002,90.7
Bulgaria,BGR,2003,91.23
Bulgaria,BGR,2004,91.75
Bulgaria,BGR,2005,92.27
Bulgaria,BGR,2006,92.79
Bulgaria,BGR,2007,93.31
Bulgaria,BGR,2008,93.83
Bulgaria,BGR,2009,94.35
Bulgaria,BGR,2010,94.88
Bulgaria,BGR,2011,95.4
Bulgaria,BGR,2012,95.92
Bulgaria,BGR,2013,96.45
Bulgaria,BGR,2014,96.92
Bulgaria,BGR,2015,96.76
Bulgaria,BGR,2016,96.6
Bulgaria,BGR,2017,96.44
Bulgaria,BGR,2018,96.28
Bulgaria,BGR,2019,96.12
Bulgaria,BGR,2020,95.97
Bulgaria,BGR,2021,95.81
Bulgaria,BGR,2022,95.65
Cambodia,KHM,2000,16.96
Cambodia,KHM,2001,17.45
Cambodia,KHM,2002,17.93
Cambodia,KHM,2003,18.41
Cambodia,KHM,2004,18.89
Cambodia,KHM,2005,19.38
Cambodia,KHM,2006,19.86
Cambodia,KHM,2007,20.35
Cambodia,KHM,2008,20.85
Cambodia,KHM,2009,21.42
Cambodia,KHM,2010,21.99
Cambodia,KHM,2011,22.57
Cambodia,KHM,2012,23.15
Cambodia,KHM,2013,23.73
Cambodia,KHM,2014,24.32
Cambodia,KHM,2015,24.91
Cambodia,KHM,2016,25.5
Cambodia,KHM,2017,26.09
Cambodia,KHM,2018,26.69
Cambodia,KHM,2019,27.3
Cambodia,KHM,2020,27.9
Cambodia,KHM,2021,28.47
Cambodia,KHM,2022,29.13
Canada,CAN,2000,98.17
Canada,CAN,2001,98.18
Canada,CAN,2002,98.18
Canada,CAN,2003,98.18
Canada,CAN,2004,98.18
Canada,CAN,2005,98.24
Canada,CAN,2006,98.3
Canada,CAN,2007,98.36
Canada,CAN,2008,98.42
Canada,CAN,2009,98.48
Canada,CAN,2010,98.54
Canada,CAN,2011,98.6
Canada,CAN,2012,98.65
Canada,CAN,2013,98.71
Canada,CAN,2014,98.76
Canada,CAN,2015,98.82
Canada,CAN,2016,98.87
Canada,CAN,2017,98.93
Canada,CAN,2018,98.98
Canada,CAN,2019,99.04
Canada,CAN,2020,99.04
Canada,CAN,2021,99.04
Canada,CAN,2022,99.04
Central African Republic,CAF,2000,8.53
Central African Republic,CAF,2001,8.4
Central African Republic,CAF,2002,8.26
Central African Republic,CAF,2003,8.13
Central African Republic,CAF,2004,7.99
Central African Republic,CAF,2005,7.86
Central African Republic,CAF,2006,7.74
Central African Republic,CAF,2007,7.61
Central African Republic,CAF,2008,7.49
Central African Republic,CAF,2009,7.37
Central African Republic,CAF,2010,7.25
Central African Republic,CAF,2011,7.14
Central African Republic,CAF,2012,7.02
Central African Republic,CAF,2013,6.91
Central African Republic,CAF,2014,6.8
Central African Republic,CAF,2015,6.7
Central African Republic,CAF,2016,6.59
Central African Republic,CAF,2017,6.49
Central African Republic,CAF,2018,6.39
Central African Republic,CAF,2019,6.28
Central African Republic,CAF,2020,6.18
Central African Republic,CAF,2021,6.08
Central African Republic,CAF,2022,6.13
Central and Southern Asia (UN),,2000,44.72
Central and Southern Asia (UN),,2001,45.62
Central and Southern Asia (UN),,2002,46.49
Central and Southern Asia (UN),,2003,47.36
Central and Southern Asia (UN),,2004,48.27
Central and Southern Asia (UN),,2005,49.29
Central and Southern Asia (UN),,2006,50.31
Central and Southern Asia (UN),,2007,51.34
Central and Southern Asia (UN),,2008,52.31
Central and Southern Asia (UN),,2009,53.42
Central and Southern Asia (UN),,2010,54.46
Central and Southern Asia (UN),,2011,55.49
Central and Southern Asia (UN),,2012,56.61
Central and Southern Asia (UN),,2013,57.73
Central and Southern Asia (UN),,2014,58.87
Central and Southern Asia (UN),,2015,60.03
Central and Southern Asia (UN),,2016,61.17
Central and Southern Asia (UN),,2017,62.3
Central and Southern Asia (UN),,2018,63.41
Central and Southern Asia (UN),,2019,64.52
Central and Southern Asia (UN),,2020,65.6
Central and Southern Asia (UN),,2021,66.68
Central and Southern Asia (UN),,2022,67.52
Chad,TCD,2000,5.52
Chad,TCD,2001,5.55
Chad,TCD,2002,5.59
Chad,TCD,2003,5.62
Chad,TCD,2004,5.65
Chad,TCD,2005,5.68
Chad,TCD,2006,5.7
Chad,TCD,2007,5.73
Chad,TCD,2008,5.76
Chad,TCD,2009,5.78
Chad,TCD,2010,5.81
Chad,TCD,2011,5.83
Chad,TCD,2012,5.86
Chad,TCD,2013,5.89
Chad,TCD,2014,5.93
Chad,TCD,2015,5.96
Chad,TCD,2016,5.99
Chad,TCD,2017,6.03
Chad,TCD,2018,6.07
Chad,TCD,2019,6.11
Chad,TCD,2020,6.16
Chad,TCD,2021,6.2
Chad,TCD,2022,6.25
Channel Islands,OWID_CIS,2009,91.97
Channel Islands,OWID_CIS,2010,91.97
Channel Islands,OWID_CIS,2011,91.97
Channel Islands,OWID_CIS,2012,91.97
Channel Islands,OWID_CIS,2013,91.97
Channel Islands,OWID_CIS,2014,91.97
Channel Islands,OWID_CIS,2015,91.97
Channel Islands,OWID_CIS,2016,91.97
Channel Islands,OWID_CIS,2017,91.97
Chile,CHL,2000,92.09
Chile,CHL,2001,92.59
Chile,CHL,2002,93.07
Chile,CHL,2003,93.48
Chile,CHL,2004,93.88
Chile,CHL,2005,94.29
Chile,CHL,2006,94.71
Chile,CHL,2007,95.12
Chile,CHL,2008,95.54
Chile,CHL,2009,95.96
Chile,CHL,2010,96.38
Chile,CHL,2011,96.8
Chile,CHL,2012,97.23
Chile,CHL,2013,97.66
Chile,CHL,2014,98.09
Chile,CHL,2015,98.38
Chile,CHL,2016,98.58
Chile,CHL,2017,98.77
Chile,CHL,2018,98.77
Chile,CHL,2019,98.77
Chile,CHL,2020,98.77
Chile,CHL,2021,98.77
Chile,CHL,2022,98.77
Colombia,COL,2000,68.55
Colombia,COL,2001,68.86
Colombia,COL,2002,69.18
Colombia,COL,2003,69.48
Colombia,COL,2004,69.79
Colombia,COL,2005,70.09
Colombia,COL,2006,70.38
Colombia,COL,2007,70.64
Colombia,COL,2008,70.88
Colombia,COL,2009,71.13
Colombia,COL,2010,71.37
Colombia,COL,2011,71.61
Colombia,COL,2012,71.84
Colombia,COL,2013,72.07
Colombia,COL,2014,72.29
Colombia,COL,2015,72.51
Colombia,COL,2016,72.72
Colombia,COL,2017,72.93
Colombia,COL,2018,73.13
Colombia,COL,2019,73.27
Colombia,COL,2020,73.41
Colombia,COL,2021,73.72
Colombia,COL,2022,73.86
Congo,COG,2000,27.42
Congo,COG,2001,27.58
Congo,COG,2002,27.78
Congo,COG,2003,27.98
Congo,COG,2004,29.58
Congo,COG,2005,31.2
Congo,COG,2006,32.84
Congo,COG,2007,34.5
Congo,COG,2008,36.19
Congo,COG,2009,37.9
Congo,COG,2010,39.63
Congo,COG,2011,41.39
Congo,COG,2012,42.43
Congo,COG,2013,43.01
Congo,COG,2014,43.6
Congo,COG,2015,44.18
Congo,COG,2016,44.77
Congo,COG,2017,45.35
Congo,COG,2018,45.54
Congo,COG,2019,45.72
Congo,COG,2020,45.9
Congo,COG,2021,46.08
Costa Rica,CRI,2000,76.41
Costa Rica,CRI,2001,76.75
Costa Rica,CRI,2002,77.09
Costa Rica,CRI,2003,77.4
Costa Rica,CRI,2004,77.71
Costa Rica,CRI,2005,78
Costa Rica,CRI,2006,78.27
Costa Rica,CRI,2007,78.53
Costa Rica,CRI,2008,78.78
Costa Rica,CRI,2009,79.01
Costa Rica,CRI,2010,79.23
Costa Rica,CRI,2011,79.44
Costa Rica,CRI,2012,79.63
Costa Rica,CRI,2013,79.81
Costa Rica,CRI,2014,79.99
Costa Rica,CRI,2015,80.15
Costa Rica,CRI,2016,80.3
Costa Rica,CRI,2017,80.44
Costa Rica,CRI,2018,80.53
Costa Rica,CRI,2019,80.52
Costa Rica,CRI,2020,80.52
Costa Rica,CRI,2021,80.51
Costa Rica,CRI,2022,80.51
Cote d'Ivoire,CIV,2000,23.09
Cote d'Ivoire,CIV,2001,23.56
Cote d'Ivoire,CIV,2002,24.01
Cote d'Ivoire,CIV,2003,24.09
Cote d'Ivoire,CIV,2004,24.16
Cote d'Ivoire,CIV,2005,24.24
Cote d'Ivoire,CIV,2006,24.32
Cote d'Ivoire,CIV,2007,24.4
Cote d'Ivoire,CIV,2008,24.47
Cote d'Ivoire,CIV,2009,24.55
Cote d'Ivoire,CIV,2010,24.63
Cote d'Ivoire,CIV,2011,24.7
Cote d'Ivoire,CIV,2012,28.74
Cote d'Ivoire,CIV,2013,31.51
Cote d'Ivoire,CIV,2014,33.25
Cote d'Ivoire,CIV,2015,35.01
Cote d'Ivoire,CIV,2016,36.79
Cote d'Ivoire,CIV,2017,38.58
Cote d'Ivoire,CIV,2018,40.38
Cote d'Ivoire,CIV,2019,42.15
Cote d'Ivoire,CIV,2020,43.64
Cote d'Ivoire,CIV,2021,43.77
Cote d'Ivoire,CIV,2022,43.89
Croatia,HRV,2000,85.12
Croatia,HRV,2001,85.17
Croatia,HRV,2002,85.21
Croatia,HRV,2003,85.25
Croatia,HRV,2004,85.29
Croatia,HRV,2005,85.33
Croatia,HRV,2006,85.38
Croatia,HRV,2007,85.42
Cyprus,CYP,2000,95.85
Cyprus,CYP,2001,95.85
Cyprus,CYP,2002,95.85
Cyprus,CYP,2003,95.85
Cyprus,CYP,2004,96.11
Cyprus,CYP,2005,96.37
Cyprus,CYP,2006,96.63
Cyprus,CYP,2007,96.89
Cyprus,CYP,2008,97.14
Cyprus,CYP,2009,97.4
Cyprus,CYP,2010,97.66
Cyprus,CYP,2011,97.92
Cyprus,CYP,2012,98.18
Cyprus,CYP,2013,98.44
Cyprus,CYP,2014,98.7
Cyprus,CYP,2015,98.96
Cyprus,CYP,2016,99.22
Cyprus,CYP,2017,99.48
Cyprus,CYP,2018,99.74
Cyprus,CYP,2019,99.77
Cyprus,CYP,2020,99.77
Cyprus,CYP,2021,99.77
Cyprus,CYP,2022,99.77
Czechia,CZE,2000,96.32
Czechia,CZE,2001,96.32
Czechia,CZE,2002,96.44
Czechia,CZE,2003,96.55
Czechia,CZE,2004,96.67
Czechia,CZE,2005,96.79
Czechia,CZE,2006,96.91
Czechia,CZE,2007,97.03
Czechia,CZE,2008,97.15
Czechia,CZE,2009,97.27
Czechia,CZE,2010,97.39
Czechia,CZE,2011,97.51
Czechia,CZE,2012,97.64
Czechia,CZE,2013,97.76
Czechia,CZE,2014,97.88
Czechia,CZE,2015,97.88
Czechia,CZE,2016,97.88
Czechia,CZE,2017,97.88
Czechia,CZE,2018,97.88
Czechia,CZE,2019,97.88
Czechia,CZE,2020,97.88
Czechia,CZE,2021,97.88
Czechia,CZE,2022,97.88
Democratic Republic of Congo,COD,2000,12.21
Democratic Republic of Congo,COD,2001,12.21
Democratic Republic of Congo,COD,2002,12.21
Democratic Republic of Congo,COD,2003,12.2
Democratic Republic of Congo,COD,2004,12.18
Democratic Republic of Congo,COD,2005,12.16
Democratic Republic of Congo,COD,2006,12.14
Democratic Republic of Congo,COD,2007,12.11
Democratic Republic of Congo,COD,2008,12.07
Democratic Republic of Congo,COD,2009,12.03
Democratic Republic of Congo,COD,2010,11.99
Democratic Republic of Congo,COD,2011,11.94
Democratic Republic of Congo,COD,2012,11.88
Democratic Republic of Congo,COD,2013,11.82
Democratic Republic of Congo,COD,2014,11.75
Democratic Republic of Congo,COD,2015,11.67
Democratic Republic of Congo,COD,2016,11.59
Democratic Republic of Congo,COD,2017,11.5
Democratic Republic of Congo,COD,2018,11.4
Democratic Republic of Congo,COD,2019,11.3
Democratic Republic of Congo,COD,2020,11.19
Democratic Republic of Congo,COD,2021,11.38
Democratic Republic of Congo,COD,2022,11.58
Denmark,DNK,2000,94.02
Denmark,DNK,2001,94.02
Denmark,DNK,2002,94.02
Denmark,DNK,2003,94.02
Denmark,DNK,2004,94.42
Denmark,DNK,2005,94.82
Denmark,DNK,2006,95.21
Denmark,DNK,2007,95.61
Denmark,DNK,2008,96.01
Denmark,DNK,2009,96.4
Denmark,DNK,2010,96.8
Denmark,DNK,2011,97.2
Denmark,DNK,2012,97.59
Denmark,DNK,2013,97.99
Denmark,DNK,2014,98.39
Denmark,DNK,2015,98.78
Denmark,DNK,2016,99.18
Denmark,DNK,2017,99.58
Denmark,DNK,2018,99.92
Denmark,DNK,2019,99.92
Denmark,DNK,2020,99.92
Denmark,DNK,2021,99.92
Denmark,DNK,2022,99.92
Dominican Republic,DOM,2000,41.96
Dominican Republic,DOM,2001,42.08
Dominican Republic,DOM,2002,42.2
Dominican Republic,DOM,2003,42.38
Dominican Republic,DOM,2004,42.57
Dominican Republic,DOM,2005,42.76
Dominican Republic,DOM,2006,42.95
Dominican Republic,DOM,2007,43.13
Dominican Republic,DOM,2008,43.3
Dominican Republic,DOM,2009,43.47
Dominican Republic,DOM,2010,43.63
Dominican Republic,DOM,2011,43.78
Dominican Republic,DOM,2012,43.91
Dominican Republic,DOM,2013,44.03
Dominican Republic,DOM,2014,44.16
Dominican Republic,DOM,2015,44.27
Dominican Republic,DOM,2016,44.38
Dominican Republic,DOM,2017,44.49
Dominican Republic,DOM,2018,44.59
Dominican Republic,DOM,2019,44.69
Dominican Republic,DOM,2020,44.78
Dominican Republic,DOM,2021,44.86
Dominican Republic,DOM,2022,44.94
Eastern and South-Eastern Asia (UN),,2000,67.83
Eastern and South-Eastern Asia (UN),,2001,68.33
Eastern and South-Eastern Asia (UN),,2002,69.59
Eastern and South-Eastern Asia (UN),,2003,70.35
Eastern and South-Eastern Asia (UN),,2004,71.09
Eastern and South-Eastern Asia (UN),,2005,71.81
Eastern and South-Eastern Asia (UN),,2006,72.51
Eastern and South-Eastern Asia (UN),,2007,73.19
Eastern and South-Eastern Asia (UN),,2008,73.86
Eastern and South-Eastern Asia (UN),,2009,74.5
Eastern and South-Eastern Asia (UN),,2010,75.12
Eastern and South-Eastern Asia (UN),,2011,70.37
Eastern and South-Eastern Asia (UN),,2012,71.2
Eastern and South-Eastern Asia (UN),,2013,72.03
Eastern and South-Eastern Asia (UN),,2014,72.85
Eastern and South-Eastern Asia (UN),,2015,73.65
Eastern and South-Eastern Asia (UN),,2016,74.45
Eastern and South-Eastern Asia (UN),,2017,75.24
Eastern and South-Eastern Asia (UN),,2018,76.01
Eastern and South-Eastern Asia (UN),,2019,76.76
Eastern and South-Eastern Asia (UN),,2020,77.48
Eastern and South-Eastern Asia (UN),,2021,78.15
Eastern and South-Eastern Asia (UN),,2022,78.51
Ecuador,ECU,2000,58.2
Ecuador,ECU,2001,58.76
Ecuador,ECU,2002,59.27
Ecuador,ECU,2003,59.74
Ecuador,ECU,2004,60.22
Ecuador,ECU,2005,60.7
Ecuador,ECU,2006,61.17
Ecuador,ECU,2007,61.65
